sentence,label
"sentence 1: The Astronomer said, in mild disapproval, ""What's this?""  
sentence 2: The astronomer questioned what it was.",entailment
"sentence 1: Rockefeller first became interested in the region through its artists, and then through the Venezuelan subsidiary of Standard Oil of New Jersey--the family business.
sentence 2: The Standard Oil of New Jersey in Venezuela was run by the Van Der Bilt family. ",contradiction
"sentence 1: The second is an economic argument which presumes that the Postal Service as a monopolist is an efficient provider of delivery.
sentence 2: The Postal Service does not operate as a monopoly.",contradiction
"sentence 1: right yeah i'd i'd probably i'd probably get cable but i've got we got the the three networks and two local stations and that fulfills my needs because i don't watch TV that much anyway anymore anyway
sentence 2: I want cable because what I currently have does not fulfill my needs.",contradiction
"sentence 1: Prices are generally fixed, except in markets.
sentence 2: All prices are fixed, even in markets.",contradiction
"sentence 1: 'All right.' Lincoln reluctantly released me.
sentence 2: Lincoln let me go and said 'All right.'",entailment
"sentence 1: The Chief Operating Officer is appointed by the Secretary of Education to a minimum 3-year and a maximum 5-year term, and may receive a bonus for meeting the performance goals or be removed for failing to meet them.
sentence 2: The COO has been appointed to a lifelong position, no matter how they perform. ",contradiction
"sentence 1: Cante jondo is seldom heard outside Andalusia and Madrid, except on recordings.
sentence 2: Cante jondo is not very popular outside of Andalusia and Madrid.",neutral
"sentence 1: yeah they they do pick up the image of a team though uh and they create a lot of excitement locally so i think they're good for the game just because they are diverse and they bring a different attitude
sentence 2: Their excitement is detrimental to the team.",contradiction
"sentence 1: Their reported sensitivities were 66 percent to 92 percent.
sentence 2: People were found to be extremely sensitive to the issue.",neutral
"sentence 1: Two close observers of those developments are old friends Linda Tripp and LUCIENNE GOLDBERG , who is friendly with lawyers for Jones and lawyers in the office of Independent Counsel KENNETH STARR . One day, Tripp and Goldberg talk on the phone.
sentence 2: Linda Tripp is also good friends with Kenneth Starr.",neutral
"sentence 1: Norquist has been spreading the word that Rupert Murdoch, the Standard 's owner, must stop funding the magazine.
sentence 2: Norquist thinks he should just keep funding the magazine.",contradiction
"sentence 1: Presumably most breast-feeding benefits can be delivered via daytime nursing.
sentence 2: Breastfeeding has no proven benefits.",contradiction
"sentence 1: This report examines best practices for achieving the second and third knowledge points.
sentence 2: This report looks at how to make knowledge points.",entailment
"sentence 1: In addition, in response to an initiative of the American Society for Public Administration and with the encouragement of OMB, over 30 case studies are being developed on the agencies' use of strategic planning or performance measurement.
sentence 2: There is a billion dollar budget set aside for case studies to be conducted by the agencies.",neutral
"sentence 1: He was of middle height, and squarely built to match his jaw.
sentence 2: He has a jaw.",entailment
"sentence 1: One  Glenn will be so exhausted from the flight that he'll have to be carried off the shuttle on a stretcher.
sentence 2: One Glenn was traveling on a bike.",contradiction
"sentence 1: Were these counterparts--mainly big banks and other institutional investors--simply naive?
sentence 2: We think the banks were naive.",entailment
"sentence 1: It significantly eases the regulatory burdens on offering participants by eliminating the trading restrictions for underwriters of activelytraded securities of large issuers, reducing the restricted periods for other securities, providing a more flexible framework for stabilizing transactions, expanding the securities eligible for Nasdaq passive market making during an offering, and deregulating rights offerings.
sentence 2: Nasdaq solely controls every decision pertaining to regulations. ",contradiction
"sentence 1: There has been a worldwide rush to deregulate financial markets, to bring back the good old days of the 19th century when investors were free to make money however they saw fit.
sentence 2: Financial markets are being deregulated.",entailment
"sentence 1: forum in an unconventional way to suppress speech inherent in the nature of the medium.
sentence 2: Speech can be suppressed if the board thinks it hurts the organization.",neutral
"sentence 1: Application of this interpretation to the U.S.-Mexico border would disrupt access of permanent legal residents to the legal system in the poorest region of the United States.
sentence 2: Applying this interpretation could set the U.S.-Mexico border back weeks.",neutral
"sentence 1: Approximately 13 kilometers (8 miles) west of the city is Queensferry, a town that developed as a croseng point of the Firth of Forth for routes to the north of Scotland.
sentence 2: A small town rose to the west of the city.",entailment
"sentence 1: She apparently couldn't recall what had happened to the others.
sentence 2: She couldn't recall what had happened to the others.",entailment
"sentence 1: that's what we do especially when it's bad weather man just
sentence 2: We only do that when it is nice out.",contradiction
"sentence 1: They are going to come and we are going to die.
sentence 2: The people will arrive.",entailment
"sentence 1: The errors range from the trivial (misspelling the name of former Gov.
sentence 2: A trivial error that occurred was a simple name misspelling.",entailment
"sentence 1: Two other notable buildings in Hawkshead are the Quaker Meeting House, dating from 1688, and the Minstrel's Gallery Cafe on Flag Street, a 15th-century building that now provides refreshment for today's visitors.
sentence 2: Most of the visitors of Hawkshead visit the Minstrel's Gallery Cafe for refreshments.",neutral
"sentence 1: The conflict reveals a previously hidden incentive or tendency to misperceive or misstate the truth.
sentence 2: There was a desire to lie. ",entailment
"sentence 1: Similarly, when dictionaries are all online, Random House could hold up the world's Scrabble players and copy editors.
sentence 2: Random House cannot hold anyone up. ",contradiction
"sentence 1: population and the originator of our English system of measure uh they have gone metric
sentence 2: The originator of the English system has converted to metric.",entailment
"sentence 1: investigations according to standards established by the President's Council on Integrity and Efficiency (PCIE) as adapted for GAO's work.
sentence 2: The President's Council on Integrity and Efficiency establishes the standards for criminal investigations.",neutral
"sentence 1: uh maybe you could tell me what is the difference between office paper waste and just like newspapers
sentence 2: Tell me the difference between office paper waste and newspapers.",entailment
"sentence 1: Search for Slate by clicking here.
sentence 2: Click here to search for Slate. ",entailment
"sentence 1: From here, the long, narrow arcade called Nakamise-dori is lined with shops selling toasted rice crackers, spices in gourd-shaped wooden bottles, dolls, toys, fans, children's kimono, and ornaments and souvenirs of all sorts.
sentence 2: There are no shops on the arcade",contradiction
"sentence 1: Is there a board of directors that Gerald Ford won't sit on?
sentence 2: Gerald Ford is on 20 boards of directors.",neutral
"sentence 1: You'll be seeing the Belgian gentleman to-day perhaps?"" I nodded. 
sentence 2: I indicated to the affirmative when my girlfriend asked whether I was seeing the Belgian today.",neutral
"sentence 1: Also, new information not only needs to be useful, but also needs to be understood by investors.
sentence 2: Information that is added in must have value and be comprehensible by its users.",entailment
"sentence 1: Barry McCaffrey, has made it clear he regards the two laws as the work of deceptive and mischievous drug legalizers who have snookered a lot of otherwise right-thinking people.
sentence 2: Right-thinking people are in agreement about these two laws.",neutral
"sentence 1: By the arches and stairs leading down to El-Aksa Mosque is the exotic Minbar of Kadi Burhan el-Din, a pulpit used in the summer when prayers are said outdoors.
sentence 2: The Minbar of Kadi Burhan el-Din is really far from El-Aksa Mosque.",contradiction
"sentence 1: I've lived in the world rather longer than you have. 
sentence 2: I was born yesterday.  ",contradiction
"sentence 1: Assessing Confounding, Effect Modification, and Thresholds in the Association Between Ambient Particles and Daily Deaths Environ.
sentence 2: Modification of effects will be assessed.",entailment
"sentence 1: 'You didn't give me long to work, J,' She said, scratching her head.
sentence 2: She said she needed another week to finish.",neutral
"sentence 1: About 5 km (3 miles) west of Edinburgh's center, past the rugby ground at Murrayfield, you will find Corstorphine.
sentence 2: Corstorphine is past the rugby field at Muarryfield. ",entailment
"sentence 1: That's good.
sentence 2: I like that.",neutral
"sentence 1: Once I heard of a fine swordsman who traveled halfway across the desert to fight his nemesis in these pits, said Adrin.
sentence 2: A swordsman ran away so he didn't have to fight.",contradiction
"sentence 1: Cowed by his intensity, I was afraid to open my mouth.
sentence 2: I was Afraid to open my mouth because of his intensity.",entailment
"sentence 1: These trends present a range of challenges that have no boundaries.
sentence 2: Some of the challenges present have no boundaries to them.",entailment
"sentence 1: Expanding on earlier grants for statewide websites, LSC made 12 new awards, bringing the total number of states that are building and maintaining statewide websites to more than 40.
sentence 2: There are no states maintaining websites, despite LSC creating 12 new awards.",contradiction
"sentence 1: one day i gave her the checkbook and i said i'm not doing this anymore you do it you learn it and i've been happy ever since
sentence 2: One day I gave her the checkbook and told her to learn it.",entailment
"sentence 1: Riggs says legal-aid agencies help stabilize society
sentence 2: A society can only rain stable through the use of  legal-aid agencies.",neutral
"sentence 1: Therefore, they questioned the cost/benefit of requiring that the fair value of stewardship property transferred to state and local governments be determined and reported.
sentence 2: State and local governments may face scrutiny when it comes to financial matters.",neutral
"sentence 1: If people adjust their retirement plan to reflect benefit reductions, increased personal saving today could provide new resources to invest.
sentence 2: Retirement plans provide all kinds of investing resources.",neutral
"sentence 1: The church may then be marked out to designate where worshippers of the various denominations take their place.
sentence 2: Many different denominations converge, worshipping together.",neutral
"sentence 1: that's that's uh that's one thing about dealerships is you don't i don't think you get the real quality work at dealerships because they have to work with so many cars it just kind of
sentence 2: The quality of work at dealerships should be better.",neutral
"sentence 1: JFMIP requirements documents identify (1) a framework for financial management systems, (2) core financial systems requirements, and (3) 16 other financial and mixed systems supporting agency operations, not all of which are applicable to all agencies.
sentence 2: JFMIP requirements include a framework for the financial management systems.",entailment
"sentence 1: Sooo lady, just a little farther now, girl... From the one-story building on the rider's right a man emerged.
sentence 2: THe building was small but housed 30 people.",neutral
"sentence 1: Most exciting of its varied collections is a display of photographs showing island scenes from before the devastating 1956 earthquake.
sentence 2: The island scene pictures are very exciting, as they show the area before the earthquake.",entailment
"sentence 1: pieces that have been around a while i haven't paid much attention to most of the current music what about you
sentence 2: Some older works that I never noticed.",entailment
"sentence 1: Just in front of you will be the Stone of the Unction, where Jesus's body was anointed with spices and myrrh and then interred a few steps away in Joseph of Arimathea's family tomb.
sentence 2: The Stone of the Unction is the place where Jesus was covered in spices for the ceremony.",entailment
"sentence 1: Enormous college loans behind legal-aid snub
sentence 2: There aren't any college loans available, are there?",contradiction
"sentence 1: They're steeped in a culture that honors power and conflict, yet plainly don't yet have the physiques to match the myth.
sentence 2: Their physiques do not match the myth.",entailment
"sentence 1: Buddhism in Tibet and Nepal is influenced by elements of Tantrism, techniques to speed up enlightenment.
sentence 2: The techniques to speed up enlightenment were developed in Tibet.",neutral
"sentence 1: oh that's how they do it
sentence 2: Oh, that's how it's done.",entailment
"sentence 1: Despite occasional surprise international successes (such as Unagi and Shall We Dance? )
sentence 2: Shall We Dance? is the best known of the successes.",neutral
"sentence 1: In all discussion of metaphor, writes H. W. Fowler in Modern English Usage , it must be borne in mind that some metaphors are living, i.e., are offered and accepted with a consciousness of their nature as substitutes for their literal equivalents, while others are dead, i.e., have been so often used that speaker and hearer have ceased to be aware that the words used are not literal.
sentence 2: All metaphors are dead and are literal.",contradiction
"sentence 1: you know uh we sit there and and we think that they think the way we think
sentence 2: We assume that they think in the same way we do.",entailment
"sentence 1: Two humorless and often petty egomaniacs intransigently reiterated their familiar positions (Rich).
sentence 2: Two hilarious and selfless volunteers shared their novel ideas.",contradiction
"sentence 1: San'doro led them to a clearing high on the eastern mountain wall.
sentence 2: San'doro led them to a clearing high atop the wall, forgotten and out of sight.",neutral
"sentence 1: Gingrich, the maestro of demonization, recognizes this unfolding catastrophe and is desperately trying to avert it.
sentence 2: Gingrich sees the catastrophe unfolding and is desperately trying to avoid it.",entailment
"sentence 1: He reached the town as the red sun stood high in the sky, baking the ground.
sentence 2: The only thing greeting him when he arrived to town was the black, night sky. ",contradiction
"sentence 1: Funchal is much too restrained for that and, besides, its party is strictly small scale.
sentence 2: Funchal is too restrained for that and it's party is on the small side.",entailment
"sentence 1: The minaret of the Loggia Mosque, built in the 18th century and the largest on Kos, now stands silent and closed, but it is matched by a number of smaller examples throughout town, some still in use by the small Muslim population.
sentence 2: There are 10 other smaller mosques on Kos.",neutral
"sentence 1: That is, the effective rates--the actual taxes paid as a proportion of income--on the rich are higher than those on the middle class.
sentence 2: The effective rates are the flat tax rates charged to everyone regardless of income.",contradiction
"sentence 1: In the Mus??e d'Histoire de la Ville, in the castle keep, the town's naval history is told through the lives of its great navigators and pirates, together with all the colorful paraphernalia of sailing.
sentence 2: The Musee features a naval history exhibit.",entailment
"sentence 1: Our simulation results reflect unified budget deficits/surpluses.
sentence 2: There was no simulation with results on budget deficits.",contradiction
"sentence 1: White -- Not of Hispanic Origin 38%
sentence 2: 38% of people are black.",contradiction
"sentence 1: But if you look at the date at the top of the letter you will notice that 'July 17th' is quite different in this respect. 
sentence 2: The date indicated something else to us.",neutral
"sentence 1: and i had to have an alignment done last year so i had that done
sentence 2: It didn't cost much to get the alignment done.",neutral
"sentence 1: Ireland is the world's second-largest software exporter, Barcelona is a center for e-startups, and Strasbourg is sprouting biotech firms.
sentence 2: Ireland is attractive for software companies because of its tax laws.",neutral
"sentence 1: In order to fulfill our pledge to the U.S.
sentence 2: We did not pledge anything to the US.",contradiction
"sentence 1: Castles such as Koules in Iraklion and Frangokastello allow imaginations to run wild Dad will believe he's Errol Flynn, and the children might choose to be Hercules or Xena.
sentence 2: There are over 50 local castles.",neutral
"sentence 1: kind of like uh Jerry Glanville
sentence 2: Nothing like Jerry Glanville.",contradiction
"sentence 1: To have easy access to the wild boar and deer (which can still be seen from observation platforms in the park), Francois I built himself this glorified 440-room hunting lodge.
sentence 2: Francois I hated those who killed animals and he banned hunting.",contradiction
"sentence 1: As we don't do this, the next comment is always something like, Well, then, why are you getting divorced?
sentence 2: As a couple, we don't always make the same choices as other couples - and quickly get questioned on our relationship commitment because of it.",entailment
"sentence 1: I didn't know anyone with a DOS system in the early '80s, but I knew plenty of people with Commodore 64s, TI 99-4As, Apple IIs, computers by Tandy, and even Timex--all with distinct and incompatible operating systems.
sentence 2: He knew plenty of people that had a Commodore 64 in the '80s.",entailment
"sentence 1: The size and vehemence of their protests, which spread countrywide, forced the government to negotiate with the Solidarno ? (Solidarity) trade union, granting its workers' demands and allowing free trade unions limited autonomy to oversee their industries.
sentence 2: Despite massive protests, workers' rights were cut back and unions outlawed.",contradiction
"sentence 1: yeah the way people talk about uh there's not that it won't be as good as the NFL because uh there's not that many good or quality football players i can't believe that
sentence 2: I think people are right when they say it won't be as good as the NFL.",contradiction
"sentence 1: the trouble is they think they can buy it for a thousand dollars or less
sentence 2: They need to spend several thousand dollars for it.",neutral
"sentence 1: And, if the inflation-adjustment rules are changed, that will raise taxes as well as trim spending.
sentence 2: The rules being changed will cause a lot of problems with finances.",neutral
"sentence 1: This session provided participants with a snapshot of three statewide programs, and focused on Planning for Client Centered, Comprehensive, Integrated, State-wide Justice Communities.
sentence 2: The session was cancelled.",contradiction
"sentence 1: Ca'daan followed the trail north from Fena Dim.
sentence 2: Ca'daan followed north, on the trail from Fena Dim.",entailment
"sentence 1: We do not help those bandidos .
sentence 2: We always help the bandits. ",contradiction
"sentence 1: The 13th- or 14th-century smiling statue known as The White Virgin is believed to be French.
sentence 2: The White Virgin is Russian.",contradiction
"sentence 1: Since 1998, close to 200 GWe of new capacity have been built or is currently under construction with an even larger quantity being proposed.
sentence 2: No new capacity GWe has been built since 1998.",contradiction
"sentence 1: The Benefits Agency administers programs such as Income Support and Jobseeker's Allowance Benefits.
sentence 2: Jobseeker's Allowance Benefits are administered by the Benefits Agency.",entailment
"sentence 1: East Shinjuku is really two a daytime quarter of department stores, vertical malls, and discount stores, and a nighttime quarter of bars (straight and gay), cheap restaurants, strip joints, game parlors, jazz clubs, rooms-by-the-hour hotels, raves, and honky-tonks most of the latter in a seedy, neon-lit neighborhood called Kabuki-cho.
sentence 2: East Shinjuku doesn't have any night time activities, there is an early cerfew. ",contradiction
"sentence 1: recommendations addressing sulfur dioxide, nitrogen oxides, or mercury at any time after the study has been completed under paragraph (a)(2) and the peer review process has been completed under subsection (b).
sentence 2: The recommendations did not address mercury.",contradiction
"sentence 1: yeah i don't do much with flowers myself i just get a lot of evergreen evergreen type shrubs some uh
sentence 2: I don't buy shrubs nor flowers",contradiction
"sentence 1: 5 million in VAWA funding.
sentence 2: Less than a million in VAWA funding.",contradiction
"sentence 1: Remarks to the New Society.
sentence 2: Critical remarks to the New Society. ",neutral
"sentence 1: yeah well that that's that's the key you know whatever whatever works for you and uh
sentence 2: It is impossible to find what works for you.",contradiction
"sentence 1: Above all, HaGalil (as Galilee is known in Hebrew) is associated with Jesus, who based his short ministry here and performed eight of his eleven most famous miracles on and around the Sea of Galilee.
sentence 2: The other three miracles of HaGalil were performed at the other sea nearby.",neutral
"sentence 1: The irony of these funding cuts is that while there may be fewer poor people in Michigan today, the demand for service will not change because the poverty population remains so large and the legal aid funding so little that local providers will never able to serve all who need our service, said Weir. 
sentence 2: The population of poor people in Michigan is extremely low. ",contradiction
"sentence 1: uh no i i don't work for TI so i get cash
sentence 2: I am a fulltime employee at TI, so I don't get cahs.",contradiction
"sentence 1: i said forget it i can live with it you know if the car's
sentence 2: Don't worry about it, I can live with it.",entailment
"sentence 1: But at least most of them did something important earlier in their careers--and probably something dangerous, to boot.
sentence 2: The writing career of Edward Melon flourished after he published the risky pieces on his personal blog. ",neutral
"sentence 1: The CIA report was revealed in the Washington Post in June 1998, but even subsequent Gerth pieces make no mention of it.
sentence 2: The CIA report was published in the Post.",entailment
"sentence 1: he said that uh Aikman was hitting him right on the numbers every time so sounds like he's going to be all right for next season they're just trying not to overwork him right now until he gets his shoulder uh back in shape it was his shoulder wasn't it  that he had problems with
sentence 2: They're monitoring his work load because he's had shoulder problems recently. ",entailment
"sentence 1: Whether that was his real reason.
sentence 2: I have no doubts that it was his true reasoning.",contradiction
"sentence 1: Intermarriage with the local Chinese created a community of Macanese, whose culture can still be seen in Macau's architecture and cuisine.
sentence 2: Intermarriage also influenced the economy of Macau.",neutral
"sentence 1: 19 Air Traffic  Role of FAA's Modernization Program in Reducing Delays and Congestion ( GAO-01-725T, May 10, 2001).
sentence 2: The FAA has modernization programs that address air traffic's roll in congestion.",entailment
"sentence 1: It is always a last resort to play hardball, but in this case a call to the Anti-Defamation League or the American Civil Liberties Union might be helpful.
sentence 2: The ACLU could be very helpful.",entailment
"sentence 1: Drew could actually hear the panting breaths of the men now.
sentence 2: Drew was running away through those alleys for what seemed like hours.",neutral
"sentence 1: (without fringe benefits) was $24,076 for full-time U.S. workers in that year.
sentence 2: Fringe benefits are not included.",entailment
"sentence 1: It's as if Hickman and Sunraider have an independent existence of which Ellison offers glimpses and glances in the various pieces he never assembled into a single structure.
sentence 2: It is possible to see aspects of Hickman and Sunraider's lives in Ellison's writing.",entailment
"sentence 1: What can we do? asked Tuppence, her spirits rising.
sentence 2: Tuppence lost all hope and stopped trying to help.",contradiction
"sentence 1: For example, the revenue that the Employees Health Benefit fund earns from contributions by Federal employees, annuitants, employer entities, and the Office of Personnel Management (OPM) is an offset to the insurance premiums that it pays to private firms.
sentence 2: The Health Benefit fund has no revenue.",contradiction
"sentence 1: She was doubtful as to how long she could sustain this illusion, but she realized the importance of not dragging an unknown Rita into it.
sentence 2: She never doubted that she could sustain this illusion, but she dragged an unknown Rita into it.",contradiction
"sentence 1: and uh i know here you know you don't have to have any reason you can just go and vote
sentence 2: You don't have any reason; you can just go and vote.",entailment
"sentence 1: Now, my dear young lady, let us come to business. His large face broadened into a smile.
sentence 2: He frowned at her.",contradiction
"sentence 1: okay you want to go first or me
sentence 2: Do you want me to go first or second?",entailment
"sentence 1: Dr. Elders might have gleaned from the reaction to her remarks that no one in Congress has ever masturbated or used drugs.
sentence 2: No one reacted after Dr. Elders remarks about people in Congress.",contradiction
"sentence 1: Although there may be several ways in which jobrelated mortality risks differ from air pollution-related mortality risks, the most important difference may be that job-related risks are incurred voluntarily, or generally assumed to be, whereas air pollution-related risks are incurred involuntarily.
sentence 2: People have no control over air pollution related risks.",neutral
"sentence 1: Over the doorway of each of these temples is a semicircular panel called a torana with images of the resident god this will help you identify who's who.
sentence 2: Over the doorway of each of these temples is a semicircular panel called a torana with images of the resident god so that you do not pray to the wrong one.",neutral
"sentence 1: He likes to say, There are only two emotions in football--euphoria and death.
sentence 2: He likes to say that joy and death are the only emotions that occur in the game of football.",entailment
"sentence 1: huh-uh you know you you see them on interview they interview everybody and everybody says the same things
sentence 2: Everybody contradicts each other during their interviews.",contradiction
"sentence 1: well what what kind of weather are you having right now
sentence 2: It's raining there at the moment.",neutral
"sentence 1: This is the payment mail, i.e., mail used by households to pay their bills.
sentence 2: The term payment mail refers the mail that is used when residents pay bills.",entailment
"sentence 1: Particularly true for household sector-E-mail, Electronic bill paying, FAX, long-distance call
sentence 2: That is not true for the households.",contradiction
"sentence 1: 'I think it should be celebrated.
sentence 2: i think that is horrible.",contradiction
"sentence 1: In deference to foreign habits, full breakfast (desayuno completo) is served at most tourist hotels.
sentence 2: Some hotels serve a complete morning meal.",entailment
"sentence 1: You look as hot as that pie, darlin', he said, glancing at the cleavage of her firm, young breasts, while her breath quickened with expectation.
sentence 2: he said that she looked as cold as ice cream",contradiction
"sentence 1: Our selection process was not designed to provide examples that could be considered representative of all the employee empowerment and involvement initiatives at the agencies reviewed or the federal government in general.
sentence 2: Our selection process was not designed to provide examples that could be considered representative of all the employee empowerment.",entailment
"sentence 1: The house is surprisingly small and simple, with one bedroom, a tiny kitchen, and a couple of social rooms.
sentence 2: The house is very large and boasts over ten bedrooms, a huge kitchen, and a full sized olympic pool.",contradiction
"sentence 1: He heard laughter behind him as he walked.
sentence 2: Someone laughed behind his back.",entailment
"sentence 1: Everything he got turned out to be the right size, but he couldn't see himself in hauberk and greaves, nor in a filmy nightgown.
sentence 2: Although he couldn't see himself in them, everything he got was the right size.",entailment
"sentence 1: As far back as the 13th century, when Paris's first university moved from the cloisters of Notre-Dame to the Left Bank, the young came to the quartier to learn Latin.
sentence 2: The young were forced to learn Latin in the 13th century.",neutral
"sentence 1: This legislation allowed us to create a technical and scientific career track at a compensation level consistent to the SES.
sentence 2: The compensation level for the career track is consistent to the SES.",entailment
"sentence 1: yeah there's  yeah but you know whatever became of Peter Frampton i mean there was nothing he was a phenomenon i mean there was no reason for him to really come into you know great stardom or anything
sentence 2: Peter Frampton was a singular example of a person who you'd never think would become a star.",entailment
"sentence 1: Wanniski, who invited Farrakhan to a conference last spring, argues that a Republican-nation alliance could guarantee an unbeatable electoral majority for the GOP.
sentence 2: Farrakhan was not invited to the conference by Wanninski. ",contradiction
"sentence 1: The short-term question was how such a nut got drafted into the Israeli army
sentence 2: It was questionable how someone like that had been drafted to the army.",entailment
"sentence 1: I know you saw such horror that we cannot understand.
sentence 2: You have never witnessed anything bad.",contradiction
"sentence 1: This resulted in inconsistent and inaccurate reporting.
sentence 2: The result of this was reporting that was neither accurate nor consistent.",entailment
"sentence 1: vulnerability and exploitation of such workers and the need for legal representation to give meaning to their legal rights.
sentence 2: Such workers are immigrants with no legal rights in this country.",contradiction
"sentence 1: Failing a real hardwood blowpipe, you can buy the handsome quiver of stout rattan-bound bamboo with the poison darts (minus the poison), both authentic, and a shorter pipe of bamboo that does a perfectly serviceable job of blowing darts into your cork dartboard at home.
sentence 2: All darts come with complementary flasks of poison to dip them in.",contradiction
"sentence 1: That disposes of that.""
sentence 2: There is nothing left of it.",neutral
"sentence 1: The inner courtyard, the Nasal Chowk, is one of the few that can be visited.
sentence 2: Nasal Chowk is not open to the public.",contradiction
"sentence 1: Drug prices have fallen slightly in the last three years.
sentence 2: In the last three years, the price of drugs has fallen slightly.",entailment
"sentence 1: yeah i'm in uh Plano
sentence 2: I am located in Plano",entailment
"sentence 1: Basic  Though cliquey, 13-year-olds are basically nice, innocent kids (who really like Hanson).
sentence 2: All 13-year olds are mean and evil children.",contradiction
"sentence 1: A number of programs in New York that are funded by the IRS rely heavily on volunteer lawyers to serve clients, including The Brooklyn Low-Income Taxpayer Clinic of South Brooklyn Legal Services and the Low Income Taxpayer Clinic operated by The Legal Aid Society's Volunteer Division.
sentence 2: Many programs in NY get funding from the IRS.",entailment
"sentence 1: uh-huh but those people never get caught the people that
sentence 2: Those are the people who don't get caught.",entailment
"sentence 1: every night this week so i have concentrated on watching James Bond movies  this week
sentence 2: I was thinking of taking some time off this week and watching a few James Bond movies on my nights off. ",neutral
"sentence 1: The wicked sharp point of his curved blade shone in the midday sun.
sentence 2: The curved blade gleamed from the midday sun.",entailment
"sentence 1: It's more respectable than I thought it would be, said Tuppence thoughtfully.
sentence 2: Tuppence was amazed at how decent it actually was.  ",neutral
"sentence 1: The person, who escapes the greatest number of times without allowing the vehicle to overheat, wins.
sentence 2: The game was being played by two players.",neutral
"sentence 1: The plantation was bought in 1936 by English industrialist Sir Harold Mitchell and became an important focus for diplomatic, political, and social activities in Jamaica.
sentence 2: Sir Harold Mitchell moved to Jamaica in 1936.",neutral
"sentence 1: No, Dave Hanson, we don't know what happens next--but we do know that we must go through with it.
sentence 2: We don't know what's going to happen, but we suspect it will be disastrous.",neutral
"sentence 1: Will that suit you?""
sentence 2: Is that fitting for you?",entailment
"sentence 1: After the defeat of the French, it took a grateful back seat in Indian affairs, far away from the turmoils of northern India.
sentence 2: The Indians never escaped French interference. ",contradiction
"sentence 1: (Click to learn more about the surprising Islamic origins of this argument and what Ludwig Wittgenstein had to say about it.)
sentence 2: You cannot learn anything about Islam. ",contradiction
"sentence 1: An arrow, fired from galloping horseback, caught the older woman in the stomach.
sentence 2: The older woman was shot in the stomach.",entailment
"sentence 1: that's the one that never did yep
sentence 2: Yup, they all did. ",contradiction
"sentence 1: It's not just a question of men disinclined to violence getting killed off.
sentence 2: It is all about those guys getting killed.",contradiction
"sentence 1: The mind is confused? 
sentence 2: There are too many things to work out. ",neutral
"sentence 1: I never heard of her!""
sentence 2: How could I have not heard of her?",contradiction
"sentence 1: Its avant-garde circular design contrasts sharply with the dreary buildings around it.
sentence 2: It is pretty much the same as all the buildings around it.  ",contradiction
"sentence 1: Newcomers may prefer to start at the top with the Impressionists and Post- Renoir, Cezanne, Manet, Monet, Toulouse-Lautrec, Degas, and Van Gogh (this is the best collection of his work outside Amsterdam, with several works from the frenzied months of activity before he died in 1890).
sentence 2: Newcomers might want to stop with abstract art.",contradiction
"sentence 1: So you find out where the welfare office is, and there you also learn that if you quit your job you can qualify for two years of TANF welfare.
sentence 2: Some people at the welfare office make less than five hundred dollars a year.",neutral
"sentence 1: This body is so different to mine...it sends different signals.
sentence 2: The body was exactly the same as my old one.",contradiction
"sentence 1: um-hum and they see that with my husband's retirement a little over a year ago we're having a wonderful time and i think they look at that and and uh and that way i think we're doing a lot for our grandchildren
sentence 2: My husband retired early, before he was 60.",neutral
"sentence 1: The oddly named education IRA is not a retirement arrangement.
sentence 2: The IRA is a retirement arrangement.",contradiction
"sentence 1: In a forested valley in the center of Spain, Francisco Franco decreed that a memorial for the victims of the Civil War be built on a site chosen personally by him.
sentence 2: Francisco Franco was against the construction of a Civil War memorial.",contradiction
"sentence 1: The temptation is to write a sneering comparison of rural and urban life.
sentence 2: There is only one way to live life.",contradiction
"sentence 1: Show her in then.
sentence 2: Don't let her in.",contradiction
"sentence 1: Suspected criminals were brought here to force them to confess.
sentence 2: The criminals brought here did not want to confess.",neutral
"sentence 1: No not on the bed.
sentence 2: Nowhere else but on the bed. ",contradiction
"sentence 1: You? 170 ""Yes. 
sentence 2: You don't want 170.",contradiction
"sentence 1: Construction began in 1519 and was largely finished by 1547.
sentence 2: It took 28 years to finish the building.",entailment
"sentence 1: oh absolutely that's that's right
sentence 2: You're totally wrong about that.",contradiction
"sentence 1: The whole thing is absurd.""
sentence 2: The entire thing is nonsense and full of lies made up by his sister.",neutral
"sentence 1: His kidneys seemed to be wrenched out of him.
sentence 2: His kidneys seemed to be massaged inside him.",contradiction
"sentence 1: yeah local uh-huh there you go that's right that's true i understand that
sentence 2: That's right because it's fair and I understand that.",neutral
"sentence 1: On a peninsula separated from the mainland by islands, the old part of the town is known as Fort Cochin, where Vasco da Gama set up Portugal's first Indian trading station.
sentence 2: Fort Cochin lies on an island that is inaccessible from the mainland.  ",contradiction
"sentence 1: um-hum i know it was kind of exciting at first but and then i know the first night of the bombing we had it was a Wednesday and we had home church and we had a surprise birthday party planned for a sixteen year old
sentence 2: The birthday party had to be canceled due to the war.",contradiction
"sentence 1: For a more skeptical view of these issues, check out these sensible   What Really Happened at Roswell and Abduction by Aliens or Sleep Paralysis .
sentence 2: What Really Happened at Roswell, Abduction by Aliens, and Sleep Paralysis provide a more skeptical view of these issues. ",entailment
